gene_id	go_terms
LYRU2_2A009449	GO:0004252;GO:0005615;GO:0006508;GO:0008270;GO:0030198;GO:0030574;GO:0031012;GO:0032693;GO:0032755;GO:0032760;GO:0035987;GO:0043388;GO:0045429;GO:0046330;GO:1901224;GO:1903428;GO:1903980
LYRU2_2A010022	GO:0006508;GO:0008270;GO:0031012
LYRU2_2A022396	GO:0006508;GO:0008270;GO:0030198;GO:0030574;GO:0031012
LYRU2_2A031139	GO:0004252;GO:0005576;GO:0006508;GO:0008270;GO:0030198;GO:0030574;GO:0031012;GO:0031334;GO:0071492
LYRU2_2A003976	GO:0005576;GO:0006508;GO:0008270;GO:0010727;GO:0030198;GO:0030574;GO:0031012;GO:0031334;GO:0071492
LYRU2_2A034523	GO:0001046;GO:0004222;GO:0005509;GO:0005518;GO:0005615;GO:0005737;GO:0006508;GO:0006606;GO:0008270;GO:0030198;GO:0030574;GO:0031012;GO:0032727;GO:0035313;GO:0045944;GO:0048286;GO:0050691;GO:0060054;GO:0060309;GO:0060339;GO:0060340;GO:0060435;GO:0098586;GO:1904905
LYRU2_2A006464	GO:0003417;GO:0004222;GO:0005509;GO:0005518;GO:0005576;GO:0006508;GO:0008270;GO:0022617;GO:0030282;GO:0030574;GO:0031012
LYRU2_2A014904	GO:0005819;GO:0006974;GO:0097602;GO:2000436
LYRU2_2A025227	GO:0005524;GO:0005868;GO:0005874;GO:0005886;GO:0005930;GO:0007030;GO:0007368;GO:0008569;GO:0009953;GO:0016485;GO:0021522;GO:0030326;GO:0030900;GO:0031514;GO:0035721;GO:0045177;GO:0045505;GO:0045880;GO:0051959;GO:0060976;GO:0061512;GO:1905515
LYRU2_2A036050	
LYRU2_2A008687	GO:0008083;GO:0016020;GO:0048008;GO:0051781
LYRU2_2A010668	
LYRU2_2A021476	GO:0005743;GO:0005829;GO:0006089;GO:0006090;GO:0019674;GO:0019900;GO:0042802;GO:0045121;GO:0051287;GO:1990204
LYRU2_2A031878	GO:0050727;GO:0072557;GO:0072559;GO:0097169;GO:0097190;GO:0097199
LYRU2_2A014751	GO:0016540;GO:0032731;GO:0042981;GO:0050727;GO:0070269;GO:0072557;GO:0072558;GO:0072559;GO:0097169;GO:0097190;GO:0097199
LYRU2_2A027824	GO:0034220;GO:0034392;GO:0035235;GO:0045211;GO:0070161
LYRU2_2A011570	
LYRU2_2A005557	
LYRU2_2A035443	GO:0005829;GO:0008897;GO:0009258;GO:0018215;GO:0051604
LYRU2_2A027376	
LYRU2_2A017072	
LYRU2_2A008510	
LYRU2_2A019613	GO:0006357
LYRU2_2A011265	GO:0005525;GO:0005737;GO:0006182;GO:0010750;GO:0020037
LYRU2_2A002998	
LYRU2_2A015293	GO:0002098;GO:0005829;GO:0006974;GO:0008270;GO:0016300;GO:0016604;GO:0016706;GO:0030488;GO:0106335
LYRU2_2A015360	GO:0043547
LYRU2_2A009697	GO:0022857;GO:0055085
LYRU2_2A023320	GO:0003924;GO:0005525;GO:0005886;GO:0006914;GO:0032482;GO:0045335;GO:0090383;GO:0090385
LYRU2_2A028698	GO:0004842;GO:0005262;GO:0005576;GO:0005829;GO:0016567;GO:0019005;GO:0019864;GO:0030674;GO:0031146;GO:0031466;GO:0031625;GO:0038023;GO:0038128;GO:0070588;GO:0090734;GO:0097193
LYRU2_2A036742	GO:0006085;GO:0006226;GO:0006486;GO:0006550;GO:0009097;GO:0009435;GO:0015937;GO:0030955;GO:0045227;GO:0046356;GO:0046952;GO:1902860
LYRU2_2A015071	GO:0003713;GO:0003714;GO:0005737;GO:0015030;GO:0045892;GO:0045944;GO:0097504
LYRU2_2A028204	GO:0000781;GO:0001541;GO:0001756;GO:0002331;GO:0004677;GO:0005524;GO:0005654;GO:0005730;GO:0005813;GO:0005819;GO:0007094;GO:0007095;GO:0007140;GO:0007143;GO:0007420;GO:0007507;GO:0008340;GO:0008630;GO:0009791;GO:0010506;GO:0010628;GO:0016303;GO:0030335;GO:0030889;GO:0031410;GO:0032212;GO:0033151;GO:0035173;GO:0035264;GO:0036092;GO:0036289;GO:0042159;GO:0042802;GO:0043517;GO:0043525;GO:0044877;GO:0045141;GO:0045785;GO:0045944;GO:0048538;GO:0048599;GO:0071044;GO:0071300;GO:0071480;GO:0071481;GO:0071500;GO:0090399;GO:0097694;GO:1904262;GO:1904354;GO:1904884;GO:1990391
LYRU2_2A031590	GO:0005829;GO:0090258;GO:1903215
LYRU2_2A038391	
LYRU2_2A028774	GO:0003724;GO:0005524;GO:0016787;GO:0097065
LYRU2_2A003433	
LYRU2_2A012221	
LYRU2_2A019979	GO:0005525;GO:0006414
LYRU2_2A029174	GO:0046872;GO:0090305
LYRU2_2A017418	GO:0005737;GO:0005856;GO:0005902;GO:0005925;GO:0008360;GO:0010628;GO:0016324;GO:0030335;GO:0032231;GO:0034111;GO:0034260;GO:0045732;GO:0045792;GO:0051117;GO:0061028;GO:0072659;GO:1900027;GO:1902115;GO:1902966;GO:1903392;GO:2000643
LYRU2_2A021388	GO:0006412;GO:0019843;GO:0046872
LYRU2_2A033706	GO:0005759;GO:0006694;GO:0008203;GO:0009055;GO:0042446;GO:0051353;GO:0051537;GO:0071320;GO:0140647;GO:1904322
LYRU2_2A009404	GO:0007165;GO:0050790
LYRU2_2A012014	
LYRU2_2A028486	
LYRU2_2A009975	
LYRU2_2A000801	
LYRU2_2A030612	
LYRU2_2A027538	GO:0003677;GO:0003713;GO:0032755;GO:0045944;GO:0090575;GO:0098586
LYRU2_2A025095	
LYRU2_2A016628	GO:0045930;GO:0160021
LYRU2_2A031187	GO:0007283;GO:0030317;GO:0035082
LYRU2_2A022829	GO:0016020
LYRU2_2A023123	GO:0004674;GO:0005524;GO:0035556;GO:0046777
LYRU2_2A031468	
LYRU2_2A001873	GO:0006486;GO:0052918;GO:0052926;GO:0097502
LYRU2_2A009936	GO:0070042;GO:0070475
LYRU2_2A022811	
LYRU2_2A031424	GO:0001666;GO:0002088;GO:0005212;GO:0005576;GO:0005764;GO:0005829;GO:0005886;GO:0007021;GO:0007517;GO:0009408;GO:0010629;GO:0030018;GO:0031333;GO:0032387;GO:0032991;GO:0042026;GO:0042542;GO:0042803;GO:0043154;GO:0044877;GO:0045892;GO:0046872;GO:0050821;GO:0051082;GO:0060561;GO:0071480;GO:1905907
LYRU2_2A031301	GO:0005737;GO:0007525;GO:0009408;GO:0042026;GO:0051082
LYRU2_2A015447	
LYRU2_2A028248	GO:0019904;GO:0021799;GO:0021869;GO:0030177;GO:0032956;GO:0043015;GO:0045665;GO:0060070;GO:0070507
LYRU2_2A036642	GO:0005967;GO:0006086;GO:0034604;GO:0042802
LYRU2_2A036633	GO:0005737;GO:0006364;GO:0031267;GO:0097255;GO:0101031;GO:1990904
LYRU2_2A030518	
LYRU2_2A025012	GO:0006099;GO:0006121;GO:0008177;GO:0020037;GO:0046872;GO:0048039;GO:0050433;GO:0071456
LYRU2_2A018724	GO:0005125;GO:0005615;GO:0005737;GO:0010744;GO:0014068;GO:0031663;GO:0032148;GO:0032725;GO:0032729;GO:0032740;GO:0032819;GO:0035655;GO:0042104;GO:0042119;GO:0042267;GO:0042531;GO:0042632;GO:0045515;GO:0045630;GO:0045662;GO:0045944;GO:0048661;GO:0050729;GO:0050830;GO:0051092;GO:0051142;GO:0051897;GO:0061436;GO:0070328;GO:0071407;GO:0120162;GO:1901224;GO:2000556
LYRU2_2A012150	GO:0016020;GO:0016702;GO:0046872
LYRU2_2A035746	GO:0006729;GO:0046872
LYRU2_2A032361	
LYRU2_2A021649	GO:0005840;GO:0006412;GO:1990904
LYRU2_2A017663	GO:0016020
LYRU2_2A000383	
LYRU2_2A003492	GO:0005524;GO:0006468
LYRU2_2A030069	GO:0001591;GO:0001963;GO:0004930;GO:0005886;GO:0007194;GO:0007195;GO:0007610;GO:0014059;GO:0043266;GO:0051481;GO:0051482;GO:0051967;GO:0060158;GO:0071880;GO:0098978;GO:1901386
LYRU2_2A037461	GO:0016020;GO:0038023
LYRU2_2A010520	GO:0005044;GO:0006508;GO:0006897;GO:0016020
LYRU2_2A016382	GO:0005811;GO:0005828;GO:0005829;GO:0006888;GO:0007030;GO:0007080;GO:0007094;GO:0007096;GO:0034501;GO:0051301;GO:0065003;GO:0070939;GO:1990423
LYRU2_2A008259	GO:0005886;GO:0005923;GO:0007155;GO:0070830
LYRU2_2A034493	GO:0006511;GO:0016579
LYRU2_2A024195	GO:0005230;GO:0034220;GO:0045211
LYRU2_2A011001	GO:0022850;GO:0032154;GO:0034220;GO:0045211;GO:0051378;GO:0098662;GO:1904602
LYRU2_2A002829	GO:0000978;GO:0001222;GO:0001227;GO:0001823;GO:0007417;GO:0008285;GO:0009880;GO:0009952;GO:0016605;GO:0016607;GO:0017053;GO:0032332;GO:0035116;GO:0035136;GO:0042803;GO:0043065;GO:0045600;GO:0045638;GO:0045778;GO:0045893;GO:0048133;GO:0051138
LYRU2_2A035798	GO:0008170;GO:0032259
LYRU2_2A022693	GO:0006769;GO:0008112;GO:0010967;GO:0045722;GO:0051569;GO:0090312
LYRU2_2A003620	
LYRU2_2A028777	
LYRU2_2A012429	GO:0000287;GO:0003676;GO:0005730;GO:0005758;GO:0005759;GO:0005925;GO:0006259;GO:0008296;GO:0090503
LYRU2_2A025659	
LYRU2_2A034171	
LYRU2_2A009212	
LYRU2_2A017858	
LYRU2_2A024516	
LYRU2_2A034963	
LYRU2_2A030397	
LYRU2_2A019772	
LYRU2_2A007223	
LYRU2_2A034627	
LYRU2_2A024390	GO:0001833;GO:0001834;GO:0005730;GO:0005737;GO:0008270;GO:0015030;GO:0021510;GO:0030426;GO:0030576;GO:0030971;GO:0031369;GO:0031641;GO:0033120;GO:0042023;GO:0042307;GO:0043204;GO:0045787;GO:0045927;GO:0061564;GO:0071364;GO:0071931;GO:0097504;GO:1902742;GO:1990261;GO:2000672
LYRU2_2A013431	GO:0008201;GO:0010898;GO:0010902;GO:0015485;GO:0030300;GO:0031210;GO:0033344;GO:0033700;GO:0034361;GO:0034364;GO:0034380;GO:0035473;GO:0042157;GO:0042246;GO:0042627;GO:0042632;GO:0045723;GO:0046470;GO:0050750;GO:0051006;GO:0060228;GO:0060230;GO:0070328
LYRU2_2A002904	GO:0010898;GO:0015485;GO:0030300;GO:0031210;GO:0033344;GO:0033700;GO:0034364;GO:0034372;GO:0034380;GO:0042157;GO:0042627;GO:0042632;GO:0043691;GO:0045723;GO:0046470;GO:0051006;GO:0060228;GO:0070328
LYRU2_2A030405	GO:0007186;GO:0010897;GO:0010903;GO:0010916;GO:0010987;GO:0010989;GO:0032489;GO:0033344;GO:0033700;GO:0034361;GO:0034363;GO:0034366;GO:0034375;GO:0034382;GO:0042157;GO:0042627;GO:0042632;GO:0045717;GO:0048261;GO:0051005;GO:0055102;GO:0060621;GO:0070328;GO:0070653
LYRU2_2A020138	GO:0001932;GO:0001935;GO:0002719;GO:0005543;GO:0006656;GO:0006695;GO:0007186;GO:0007229;GO:0008035;GO:0008211;GO:0010804;GO:0010875;GO:0010903;GO:0015485;GO:0018158;GO:0018206;GO:0019899;GO:0019915;GO:0030139;GO:0030300;GO:0030325;GO:0031072;GO:0032489;GO:0032691;GO:0034115;GO:0034191;GO:0034361;GO:0034366;GO:0034375;GO:0034380;GO:0035025;GO:0042158;GO:0042632;GO:0042803;GO:0043534;GO:0043691;GO:0045499;GO:0050728;GO:0050766;GO:0050821;GO:0050919;GO:0051180;GO:0051345;GO:0051346;GO:0051496;GO:0055091;GO:0060228;GO:0060354;GO:0070328;GO:0070508;GO:0070653;GO:0090205;GO:0120009;GO:0120020;GO:1900026;GO:1902995;GO:1905920
LYRU2_2A009182	
LYRU2_2A008706	GO:0005524;GO:0006468
LYRU2_2A036242	GO:0003847;GO:0005829;GO:0005886;GO:0007283;GO:0008247;GO:0016042;GO:0016239;GO:0042803;GO:0046982
LYRU2_2A025757	GO:0003323;GO:0003725;GO:0005765;GO:0005886;GO:0006401;GO:0035612;GO:0035650;GO:0044342;GO:0050658;GO:0051032;GO:0061178
LYRU2_2A016274	GO:0005856;GO:0030855;GO:0051015
LYRU2_2A005396	GO:0016485
LYRU2_2A023634	
LYRU2_2A013187	GO:0004190;GO:0005764;GO:0005769;GO:0005771;GO:0005802;GO:0005886;GO:0006509;GO:0019899;GO:0030424;GO:0034205;GO:0043525;GO:0045121;GO:0055037;GO:0098686;GO:0098793;GO:0140448;GO:2000300
LYRU2_2A001162	
LYRU2_2A036842	
LYRU2_2A025478	GO:0007420;GO:0016020;GO:0042803;GO:0043269;GO:0048704;GO:0099106
LYRU2_2A016058	GO:0043269;GO:0099106
LYRU2_2A026626	GO:0005044;GO:0006508;GO:0006897;GO:0016020
LYRU2_2A036120	GO:0005829;GO:0005886;GO:0010507;GO:0019221;GO:0046427;GO:0070086
LYRU2_2A008539	
LYRU2_2A010131	GO:0006508;GO:0016020
LYRU2_2A021004	GO:0005244;GO:0010765;GO:0014704;GO:0017080;GO:0044325;GO:0051649;GO:0060307;GO:0086002;GO:0086006;GO:0086012;GO:0086016;GO:0086091;GO:2000649
LYRU2_2A033036	GO:0009408;GO:0010467;GO:0017080;GO:0030315;GO:0060371;GO:0086006;GO:0086012;GO:0086091;GO:0098915;GO:1902282;GO:2000649
LYRU2_2A015344	GO:0007157;GO:0030593;GO:0035696;GO:0046629;GO:0050839;GO:0060054;GO:0072672
LYRU2_2A026274	GO:0046629;GO:0050900
LYRU2_2A034846	GO:0098609
LYRU2_2A019026	GO:0001954;GO:0002250;GO:0002669;GO:0004888;GO:0005911;GO:0009897;GO:0010629;GO:0016358;GO:0017124;GO:0021549;GO:0031295;GO:0032729;GO:0032743;GO:0032753;GO:0033634;GO:0042105;GO:0042802;GO:0043197;GO:0044297;GO:0045059;GO:0045060;GO:0045879;GO:0050731;GO:0050850;GO:0050852;GO:0097190;GO:2000563
LYRU2_2A027353	GO:0004888;GO:0007166;GO:0009897;GO:0042105;GO:0042802;GO:0045059
LYRU2_2A035604	GO:0004888;GO:0005829;GO:0007163;GO:0007166;GO:0015031;GO:0042105;GO:0042802;GO:0070228
LYRU2_2A005643	GO:0007186;GO:0031681
LYRU2_2A013779	GO:0005737;GO:0016567;GO:0030433;GO:0034450
LYRU2_2A020992	GO:0015078;GO:0015986;GO:1902600
LYRU2_2A030201	GO:0006325;GO:0006355;GO:0008270;GO:0042800;GO:0051568;GO:0071339
LYRU2_2A000341	GO:0007613;GO:0008542;GO:0010801;GO:0021954;GO:0032091;GO:0032435;GO:1902915
LYRU2_2A004877	
LYRU2_2A015612	GO:0005856;GO:0031514;GO:0042073
LYRU2_2A000819	GO:0006888;GO:0006890;GO:0008344;GO:0015031;GO:0021691;GO:0030126;GO:0051645
LYRU2_2A031013	
LYRU2_2A019916	
LYRU2_2A011778	
LYRU2_2A002857	GO:0003724;GO:0003729;GO:0005524;GO:0005829;GO:0010494;GO:0016442;GO:0016887;GO:0019074;GO:0019827;GO:0019904;GO:0033962;GO:0034063;GO:0035278;GO:0045665
LYRU2_2A032887	
LYRU2_2A024175	
LYRU2_2A015528	GO:0007186;GO:0007204;GO:0009897;GO:0016493;GO:0016494;GO:0019722;GO:0019957;GO:0030595;GO:0032467;GO:0042113;GO:0048535;GO:0070098
LYRU2_2A007612	GO:0008013;GO:0045893;GO:0060070
LYRU2_2A037372	GO:0030855
LYRU2_2A017923	GO:0001227;GO:0001228;GO:0005737;GO:0043565;GO:0045944
LYRU2_2A028323	GO:0010826;GO:0042176
LYRU2_2A028854	GO:0003735;GO:0005730;GO:0005844;GO:0006364;GO:0014069;GO:0034198
LYRU2_2A001118	GO:0005795;GO:0006888;GO:0006914;GO:0008021;GO:0016358;GO:0030008;GO:0030425;GO:0045211
LYRU2_2A006216	GO:0002318;GO:0005789;GO:0005977;GO:0006089;GO:0006094;GO:0006641;GO:0006874;GO:0008202;GO:0015760;GO:0030593;GO:0032682;GO:0035166;GO:0035435;GO:0042593;GO:0042632;GO:0043085;GO:0045730;GO:0061513
LYRU2_2A022073	GO:0005524;GO:0006457;GO:0006888;GO:0016020;GO:0034663;GO:0140662;GO:1903298;GO:1903382
LYRU2_2A024684	GO:0005769;GO:0005776;GO:0005884;GO:0006886;GO:0006914;GO:0016192;GO:0030123;GO:0030136;GO:0030897;GO:0031902;GO:0033263;GO:0046872;GO:0048786;GO:1901998
LYRU2_2A035476	GO:0005737;GO:0006782;GO:0018160
LYRU2_2A002728	GO:0000724;GO:0000781;GO:0000786;GO:0000794;GO:0001741;GO:0003684;GO:0005657;GO:0005813;GO:0007283;GO:0016607;GO:0019899;GO:0021987;GO:0030527;GO:0035861;GO:0042393;GO:0046982;GO:0071480;GO:0090398
LYRU2_2A010407	GO:0003976;GO:0005789;GO:0006488;GO:0016757
LYRU2_2A021233	GO:0015914;GO:0032541;GO:0035091;GO:0035774;GO:0043559;GO:0098592;GO:0120009;GO:0140268
LYRU2_2A010778	GO:0000981;GO:0006357;GO:0048856
LYRU2_2A006812	GO:0005886;GO:0006355;GO:0010008;GO:0010875;GO:0016887;GO:0034041;GO:0042632;GO:0042803;GO:0045542;GO:0046982;GO:0055085;GO:0071403;GO:1990830
LYRU2_2A034612	GO:0004842;GO:0005509;GO:0005737;GO:0007166;GO:0016567;GO:0023051;GO:0047690
LYRU2_2A014366	
LYRU2_2A003169	GO:0007032;GO:0016874;GO:0032479;GO:0046872;GO:0050687;GO:0061630;GO:0070979;GO:1905719
LYRU2_2A030732	GO:0005923;GO:0009306;GO:0016324;GO:0016328;GO:0030133;GO:0032991;GO:0042802;GO:0042995;GO:0048839
LYRU2_2A019756	
LYRU2_2A010652	GO:0004843;GO:0005737;GO:0006511;GO:0016579;GO:0030332;GO:0031625;GO:0032922;GO:0042802;GO:0043153;GO:0045475;GO:0045931;GO:0050821
LYRU2_2A008457	GO:0002693;GO:0005096;GO:0005178;GO:0006469;GO:0007010;GO:0007229;GO:0007267;GO:0009897;GO:0016324;GO:0019901;GO:0030336;GO:0030425;GO:0034116;GO:0034235;GO:0043547;GO:0045121;GO:0046549;GO:0050771;GO:0050860;GO:0050870;GO:0051281;GO:0051894;GO:0070571;GO:2000298
LYRU2_2A009797	GO:0007155;GO:0016020;GO:0019062;GO:0042803;GO:0050839;GO:0051963
LYRU2_2A020344	GO:0003735;GO:0006412;GO:0031090
LYRU2_2A007243	GO:0002039;GO:0005737;GO:0008270;GO:0042802;GO:1900181
LYRU2_2A015956	
LYRU2_2A024546	GO:0003677;GO:0006357
LYRU2_2A032900	
LYRU2_2A003072	GO:0005085;GO:0005096;GO:0005737;GO:0007186;GO:0007266;GO:0016020;GO:0050790
LYRU2_2A011555	GO:0034220;GO:0035235;GO:0045211;GO:0070161
LYRU2_2A035185	GO:0003723;GO:0006397;GO:0008380
LYRU2_2A026373	GO:0005737;GO:0005856;GO:0007021;GO:0007023;GO:0043014
LYRU2_2A021418	GO:0005576;GO:0007160;GO:0007605;GO:0016020;GO:0062023
LYRU2_2A017430	GO:0005506;GO:0005789;GO:0033490
LYRU2_2A028965	GO:0001540;GO:0002024;GO:0004888;GO:0005615;GO:0005641;GO:0005789;GO:0005802;GO:0005886;GO:0006622;GO:0006892;GO:0006898;GO:0007218;GO:0010897;GO:0014910;GO:0030169;GO:0030514;GO:0030658;GO:0031267;GO:0031333;GO:0031901;GO:0031985;GO:0032091;GO:0032585;GO:0038020;GO:0042923;GO:0043407;GO:0045053;GO:0045732;GO:0050768;GO:0051604;GO:0055038;GO:0070863;GO:0097356;GO:1900168;GO:1901215;GO:1902430;GO:1902771;GO:1902948;GO:1902953;GO:1902955;GO:1902960;GO:1902963;GO:1902966;GO:1902997;GO:1904179;GO:2001137
LYRU2_2A020047	
LYRU2_2A012334	
LYRU2_2A003981	GO:0005776;GO:0006469;GO:0009968;GO:0016020;GO:0035335;GO:0038063;GO:0042802;GO:0043393;GO:0045671;GO:0045779;GO:0051219;GO:0051279;GO:0090331
LYRU2_2A034129	
LYRU2_2A026022	GO:0000981;GO:0005667;GO:0007626;GO:0042755;GO:0045944;GO:0060056
LYRU2_2A017797	GO:0005524;GO:0005681;GO:0005730;GO:0005764;GO:0005776;GO:0005886;GO:0006397;GO:0008380;GO:0016887;GO:0030425;GO:0031072;GO:0034620;GO:0042026;GO:0042470;GO:0043195;GO:0045892;GO:0051082;GO:0051085;GO:0051787;GO:0061738;GO:0061740;GO:0072318;GO:0099523;GO:0099524;GO:0140662;GO:1904764;GO:1990832;GO:1990833
LYRU2_2A009485	GO:0005923;GO:0016020;GO:0048565
LYRU2_2A006862	
LYRU2_2A000783	GO:0006869;GO:0044232
LYRU2_2A032970	GO:0005244;GO:0007399;GO:0010460;GO:0010765;GO:0019233;GO:0019871;GO:0030018;GO:0044325;GO:0060371;GO:0060373;GO:0072659;GO:0086005;GO:0086006;GO:0086012;GO:0086014;GO:0086015;GO:0086091;GO:2000649
LYRU2_2A018596	GO:0000978;GO:0001227;GO:0005694;GO:0005730;GO:0016604;GO:0046872
LYRU2_2A007572	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A034999	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A024071	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A008983	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A036275	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A025347	GO:0004984;GO:0007186;GO:0016020;GO:0050911
LYRU2_2A001234	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A036161	GO:0004984;GO:0007186;GO:0016020;GO:0050911
LYRU2_2A023864	
LYRU2_2A009632	GO:0004984;GO:0007186;GO:0016020;GO:0050911
LYRU2_2A015410	GO:0004984;GO:0007186;GO:0016020;GO:0050911
LYRU2_2A007040	GO:0004984;GO:0007186;GO:0016020;GO:0050911
LYRU2_2A037514	GO:0004984;GO:0007186;GO:0016020;GO:0050911
LYRU2_2A028430	GO:0004984;GO:0007186;GO:0016020;GO:0050911
LYRU2_2A010418	
LYRU2_2A000447	GO:0004984;GO:0007186;GO:0016020;GO:0050911
LYRU2_2A036428	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A001681	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A015394	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A028361	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A023039	GO:0004984;GO:0007186;GO:0016020;GO:0050911
LYRU2_2A031269	GO:0004984;GO:0005549;GO:0007186;GO:0016020;GO:0050911
LYRU2_2A001611	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A009932	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A028611	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A036693	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A020556	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A009442	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A034576	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A025825	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A012792	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A004053	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A028884	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A020535	GO:0004984;GO:0005549;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A008899	GO:0004984;GO:0005549;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A017165	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A030690	GO:0004984;GO:0005549;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A000772	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A018942	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A008506	GO:0005921;GO:0006812;GO:0007267;GO:0022829;GO:0032732;GO:0055085
LYRU2_2A017985	GO:0006260;GO:0008285;GO:0050821;GO:0051726;GO:1990173
LYRU2_2A025939	GO:0002682;GO:0005764;GO:0005975
LYRU2_2A034086	GO:0005737;GO:0007339;GO:0009897;GO:0035686;GO:0043005;GO:0097228
LYRU2_2A012478	
LYRU2_2A020756	GO:0005912;GO:0005923;GO:0007156;GO:0008104;GO:0030833;GO:0032991;GO:0070830;GO:0098632;GO:2000249
LYRU2_2A029002	
LYRU2_2A009930	
LYRU2_2A027922	
LYRU2_2A036084	GO:0008104;GO:0016020;GO:0030424
LYRU2_2A007776	
LYRU2_2A014907	GO:0016020;GO:0055085;GO:0061513
LYRU2_2A024752	
LYRU2_2A004388	
LYRU2_2A020329	GO:0003785;GO:0005654;GO:0005737;GO:0006357;GO:0015629;GO:0015630;GO:0045171;GO:0051015
LYRU2_2A013117	
LYRU2_2A028971	GO:0043015;GO:1902902
LYRU2_2A027743	GO:0016020;GO:0030308;GO:0061676
LYRU2_2A000298	GO:0018279;GO:0035000;GO:0043686;GO:0043687;GO:0046872
LYRU2_2A030409	GO:0000785;GO:0000794;GO:0001833;GO:0004674;GO:0005524;GO:0005654;GO:0005657;GO:0005737;GO:0005813;GO:0006997;GO:0007095;GO:0010569;GO:0018107;GO:0019904;GO:0032991;GO:0035402;GO:0042127;GO:0045787;GO:0045815;GO:0045839;GO:0046602;GO:0071260;GO:1902742;GO:2000615
LYRU2_2A021683	
LYRU2_2A013534	GO:0004674;GO:0005524;GO:0006468
LYRU2_2A004273	
LYRU2_2A034423	
LYRU2_2A025724	
LYRU2_2A008728	GO:0005814;GO:0005829;GO:0005886;GO:0060271;GO:0097730
LYRU2_2A017635	GO:0005737;GO:0009982;GO:0031119;GO:1990481
LYRU2_2A036870	GO:0003724;GO:0005524;GO:0006417;GO:0007286;GO:0010494;GO:0016020;GO:0016887;GO:0016973;GO:0033391
LYRU2_2A023944	
LYRU2_2A016730	GO:0016020;GO:0045663;GO:0045664;GO:0048598
LYRU2_2A007815	GO:0000455;GO:0005654;GO:0009982;GO:0035770;GO:0070131;GO:0070902;GO:1990400;GO:1990481
LYRU2_2A037795	GO:0030576
LYRU2_2A019611	GO:0005047;GO:0005525;GO:0005785;GO:0006614;GO:0060090
LYRU2_2A010237	
LYRU2_2A002426	GO:0005886;GO:0006954;GO:0007165;GO:0035662;GO:0035663;GO:0042802;GO:0045088
LYRU2_2A032622	GO:0000340;GO:0000932;GO:0005654;GO:0005829;GO:0016787;GO:0036245;GO:0042802;GO:0043069;GO:0045292
LYRU2_2A023914	GO:0008373;GO:0016020;GO:0097503
LYRU2_2A028386	GO:0002121;GO:0005576;GO:0005886;GO:0007156;GO:0007416;GO:0008021;GO:0021740;GO:0021766;GO:0030097;GO:0030424;GO:0043198;GO:0048812;GO:0072102
LYRU2_2A000359	
LYRU2_2A011435	
LYRU2_2A020878	
LYRU2_2A031324	
LYRU2_2A005594	
LYRU2_2A016697	
LYRU2_2A028624	GO:0001222;GO:0001228;GO:0005654;GO:0010628;GO:0030374;GO:0030578;GO:0042802;GO:0043536;GO:0045648;GO:0045766;GO:0045944;GO:0050729;GO:0061629;GO:1902895;GO:1904996
LYRU2_2A000905	
LYRU2_2A009905	GO:0006357;GO:0043565
LYRU2_2A007550	GO:0005546;GO:0005886;GO:0015272;GO:0034765;GO:1990573
LYRU2_2A019949	GO:0015467;GO:0034765;GO:0086089;GO:0086091;GO:0098914;GO:1990573
LYRU2_2A013941	GO:0005096;GO:0005654;GO:0005938;GO:0007264;GO:0014069;GO:0015629;GO:0050790;GO:1901981
LYRU2_2A035268	
